,name1
362,لپ تاپ ایسوس 15.6 اینچی مدل X515EP پردازنده Core i7 1165G7 رم 12GB حافظه 512GB SSD گرافیک 2GB ا X515EP Core i7 1165G7 12GB 512GB SSD 2GB MX330 FHD Laptop
363,لپ تاپ  مایکروسافت Surface Book 3 | 32GB RAM | 1TB SSD | i7 | 4GB VGA ا Surface  Book  3
364,لپ تاپ ایسوس R565EA | 4GB RAM | 128GB SSD | I3 ا Laptop Asus VivoBook R565EA
365,لپ تاپ لنوو Legion 5 | 8GB RAM | 512GB SSD | i5 | 4GB VGA ا Laptop Lenovo Legion 5
366,لپ تاپ اچ پی ZBook 15 Studio G3 ا HP ZBook 15 Studio G3
367,لپ تاپ لمسی13 اینچی و چرخشی 3060 درجه Hp Elitebook X360 1030 G3
368,لپ تاپ 15.6 اینچی ایسوس مدل R565EP-BQ585 I5 16G 512G SSD ا ASUS i5 1135G7-16GB-512GB SSD-2GB GeForce MX330 GDDR5-IPS ۱۵.۶ inch FHD Laptop
369,لپ تاپ اپل  MKGR3 | 16GB RAM | 512GB SSD | M1 PRO ا Apple MKGR3
370,"لپ تاپ گیمینگ ریزر مدل Razer Blade 15 i7-12800H RTX3060 16GB 1TB 15.6"" 2K 240Hz"
371,لپ تاپ اچ پی مدل Hp ENVY X360 15-EY0013DX R5-5625U/8GB/256SSD
372,لپ تاپ لنوو 14 اینچی مدل IdeaPad Flex 5 14ITL05 i5 8GB 256GB SSD ا Lenovo IdeaPad Flex 5 14ITL05 i5 8GB 256GB SSD ۱4 inch FHD Laptop
373,لپ تاپ DELL مدل Latitude 5430 Rugged Core i5 – 32GB – 512GB SSD
374,لپ تاپ لنوو  IdeaPad3 | 12GB RAM | 128GB SSD | 1TB HDD | i3 ا Lenovo Ideapad 3
375,لپ تاپ 15.6 اینچی ایسوس مدل M513UA-BN716 ا VivoBook 15 M513UA Ryzen 7 5700U 16G 512SSD Radeon FHD
376,لپ تاپ MSI GF65 Thin 10SDR - 645US - Intel Core i7-10750H
377,لپ تاپ 12.5اینچ Toshiba Portege X20W-D
378,لپ ‌تاپ گیمینگ شیائومی مدل Redmi G 2021
379,لپ تاپ اپل 13.6 اینچی مدل Apple MacBook Air 2022 Silver MLY03 پردازنده M2 رم 8GB حافظه 512GB SSD گرافیک 10Core GPU ا Apple MacBook Air 2022 Silver MLY03 M2 8GB 512GB SSD 10-Core GPU 13.6 inch Laptop
380,لپ تاپ دل ایکس پی مدل XPS 15 9575- 2 in 1-i7-AMD Radeon RX Vega M
381,لپ تاپ 15.6 اینچی ایسوس مدل ROG Zephyrus G15 GA503RW - R9 16G 1T SSD ا Asus R9 6900HS-16GB-1TB SSD-8GB 3070 Ti-WQHD Laptop
382,لپ تاپ لنوو 15.6 اینچی مدل Lenovo V15 G2 ALC Ryzen5/8/1/2
383,لپ تاپ ایسوس FX507ZM | 32GB RAM | 1TB SSD | i7 | 6GB VGA ا ASUS FX507ZM
384,لپ تاپ اچ‌ پی Victus 16 | 16GB RAM | 1TB SSD | i7 11800H | VGA 3050TI 4GB ا HP Victus16
385,لپ تاپ 14 اینچی ایسوس مدل VivoBook PRO OLED M3402QA BH
386,لپ تاپ 14.4 اینچی مایکروسافت مدل Surface Laptop Studio پردازنده Core i7-11370H رم 32GB حافظه 2TB SSD گرافیک 4GB RTX3050Ti ا Surface Laptop Studio 14.4inch Core i7-11370H 32GB 2TB SSD 4GB RTX 3050Ti Touch Laptop
387,ASUS VivoBook Pro K6500ZC i7 12700H 16 512SSD 4 3050 FHD OLED ا لپ تاپ ایسوس K6500 ZC
388,"تبلت گیمینگ ایسوس مدل ASUS ROG FLOW Z13 GZ301ZC 2022 i9-12900H-RTX 3050TI+RTX3080 16GB 1TB 13.4"" 4K"
389,لپ تاپ لنوو 15.6 اینچی مدل Lenovo IdeaPad 1 Ryzen 3(7Gen)/4/256/AMD
390,مایکروسافت Surface Go i5 4 64 intel 12.4tuch
391,لپ‌ تاپ17.3 اینچی ایسوس مدل Asus TUF FX706HM-HX031W i5-16-512SSD-6GB ا N.B ASUS TUF GAMING FX706HM-HX031W i5-11400H/16/512SSD/6-RTX3060
392,لپ تاپ لنوو Legion 5 PRO | 32GB RAM | 2TB SSD | i7 | 6GB VGA ا Lenovo  Legion  5  PRO  BC
393,لپ تاپ لنوو مدل Lenovo Thinkpad X1 Carbon – i7 8G 256GSSD INTEL ا سبک
394,لپ تاپ ایسوس مدل FX516PM | 16GB RAM | 1TB HDD | I7 | 6GB VGA ا TUF Gaming FX516PM Laptop
395,Lenovo Legion 5 Ryzen5 5600H 16 1SSD 4 3050Ti FHD ا لپ تاپ لنوو Legion 5
396,لپ تاپ لنوو IdeaPad 3 | 12GB RAM | 1TB HDD | I7 | 2GB VGA ا LENOVO IdeaPad 3
397,لپ تاپ لنوو IdeaPad 5 | 8GB RAM | 1TB HDD | 128GB SSD | i5 | 2GB VGA ا Lenovo IdeaPad 5
398,لپ تاپ گیمینگ الین ویر مدل Alienware x16 R1 2023 i9-13900HK RTX4090 32GB 1TB 2.5K 240HZ
399,لپ تاپ ۱۵ اینچی اچ پی مدل ZBook G5 ا HP ZBook G5 | 15 Inch | Core i7 | 32GB | 512GB | 4GB
400,لپ تاپام اس آی مدل GF66 KATANA 11UE-A | 16GB RAM | 1TB HDD | I7 | 6GB VGA ا MSI GF66 KATANA 11UE-A 15.6 inch laptop
401,لپ تاپ گیمینگ ایسوس راگ مدل ASUS ROG Strix 16 (2023) G634 i9-13980HX 16GB 1TB RTX4080 16-inch 240HZ Mini LED
402,لپ تاپ ایسوس مدل ASUS GA402XZ-NA|R9 7940HS-16GB-1TB SSD-12GB RTX 4080-QHD+ Mini LED 165Hz
403,لپتاپ TUF Dash F15 FX517ZR-NF ایسوس
404,لپ تاپ ایسوس مدل ASUS M1603QA-X|R7 5800H-8GB-512GB SSD-RX Vega 7-WUXGA 60Hz
405,لپ تاپ اچ پی کروم بوک Laptop HP Chromebook 14a
406,لپ‌ تاپ  ایسر Aspire7 A715 | 8GB RAM | 512GB SSD | Ryzen 5 | 4GB VGA ا Aspire7  A715  42G  R9W3
407,لپ تاپ  ایسوس M513UA-L1269 | 8GB RAM | 512GB SSD | Ryzen 5 ا ASUS  VivoBook  M513UA  L1269
408,لپ تاپ ایسر  Aspire 3 A315 | 12GB RAM | 1TB HDD | 256GB SSD | i7 1165G7 |  VGA Mx350 2GB ا Aspire 3 A315
409,لپ تاپ  لنوو IdeaPad 5 | 16GB RAM | 1TB HDD | 256GB SSD | i7 1165G7 | VGA Mx450 2GB ا Lenovo IdeaPad 5
410,لپ تاپ lenovo Thinkpad YOGA11E
411,لپ تاپ  لنوو Legion 5 | 16GB RAM | 512GB SSD | i7 12700H | VGA 3070 8GB ا Lenovo Legion 5
412,لپ تاپ لنوو V15 | 8GB RAM | 512GB SSD | 2GB VGA| i3 ا Laptop Lenovo V15
413,لپ تاپ 15.6 اینچ لنوو مدل Ideapad 1
414,لپ تاپ لنوو IdeaPad1 4GB RAM | 128GB SSD | 3050E ا Lenovo Ideapad 1
415,لپ تاپ گیمینگ MSI GF63 | 8GB RAM | 512GB SSD | I5 | 4GB VGA ا MSI GF63
416,لپ تاپ R565JP | 8GB RAM | 512GB SSD | I7 1065G7 |  VGA Mx330 2GB ا Asus R565JP
417,لپ تاپ ام اس آی Sword 15 11UD | 8GB RAM | 512GB HDD | I5 | 4GB VGA ا MSI Sword 15 11UD Core i7 11800H 8GB 512GB SSD 4GB Full HD Laptop
418,لپ تاپ 15 اینچی ایسوس VivoBook X513EA-A i7-1165G7/16/512/Intel
419,لپ تاپ Samsung Galaxy Book Pro 360-ارسال 10 الی 15 روز کاری
420,لپ تاپ نمایشگاهی ا ASUS E410MA Dark Blue
421,لپ تاپ ۱4 اینچی ایسوس مدل ASUS ZenBook UX5400EG
422,لپ تاپ 15.6 اینچی اچ‌پی مدل HP Victus 15 i5 12450H 8GB 512GB GTX1650 4GB ا HP Victus i5 12450H-8GB-512GB SSD-GTX1650 4GB-FHD 15.6 inch laptop
423,لپ تاپ لنوو IdeaPad 5 | 8GB RAM | 1TB SSD | i5 | 2GB VGA ا Lenovo IdeaPad 5
424,لپ تاپ گیمینگ ایسوس ROG Flow X16 GV601VI-ZB (2023)
425,لپ تاپ 15.6 اینچی ام اس آی مدل Modern 15 - B13M Core i7 1355U 16-512GB
426,لپ تاپ لنوو Legion 5 Pro | 16GB RAM | 1TB SSD | i7 | 8GB VGA ا Laptop Lenovo Legion 5 Pro
427,لپ تاپ ایسر  A315 | 4GB RAM | 1TB HDD | i3 | 2GB VGA ا Acer Aspire A315
428,لپ تاپ  ایسوس FX706HE TUF GAMING | 8GB RAM | 512GB SSD | i5 | 4GB VGA ا ASUS  FX706HE  TUF  GAMING
429,لپ تاپ لنوو Legion 5 | 32GB RAM | 2TB SSD | i7 | 8GB VGA ا Laptop Lenovo Legion 5
430,لپ تاپ ایسر NITRO 5 AN515 I9(12900H) 16 1 6(3060)
431,لپ تاپ 17 اینچی اچ پی مدل HP Omen 17T - CK000 - E ا HP Core i9 11900H - 32GB - 1TB SSD - 16GB RTX3080 - 144Hz - FULL HD
432,HP VICTUS 15 FA0013DX Core i5 (12450) 8GB 1TBSSD 4GB (GTX1650) ا لپ تاپ اچ پی مدل FA0013DX Core i5 (12450) 8GB 1TBssd 4GB GTX1650
433,مک بوک پرو ME865LL/A 2013 با جعبه 256 گیگابایت با صفحه نمایش 13 اینچ رتینا
434,لپ تاپ لنوو 15.6 اینچی Ideapad Gaming 3 Ryzen7 5800H 16 512 SSD ا Ideapad Gaming 3 Ryzen7 5800H 16 512 SSD RTX 3050 4GB 15.6 FULL HD
435,لپ تاپ  ام اس آی MODERN 15 | 8GB RAM | 512GB SSD | i5 ا MSI MODERN  15  A11MU
436,لپ تاپ 15.6 اینچی گیمینگ اچ‌پی مدل Victus 15-fa0032dx-A ا Victus Gaming 15-FA0032DX i7 12650H 16G 1T SSD 4G 3050TI FHD IPS
437,لپ تاپ  لنوو IdeaPad 3 | 12GB RAM | 1TB HDD | 256GB SSD | i7 | 2GB VGA ا Lenovo IdeaPad 3
438,لپتاپ 17 اینچی لنوو مدل ThinkPad P17 Gen 2
439,لپ تاپ 15.6 اینچی گیمینگ ایسوس مدل FX506HF-HN014 ا TUF Gaming F15 FX506HF i5 11400H 16G 512SSD 4G 2050 FHD Laptop
440,لپ تاپ B12VEK ام اس آی Katana 15 ا 15.6 اینچی
441,لپ تاپ UX3402ZA ایسوس ZenBook 14 OLED ا 14 اینچی
442,لپتاپ HP Zbook Firefly 14 G8 Mobile Workstation ا LapTop HP Zbook Firefiy 14 G8 Mobile Workstation
443,لپ تاپ ایسر  16GB RAM | 1TB SSD | VGA 3060 6GB | i7 12700H | AN515 ا Acer Nitro 5 AN515
444,لپ تاپ ۱۵ اینچ اپل مک بوک پرو MV912 ا Apple MacBook Pro MV912 | 15 inch | Core i9 | 16GB | 512GB | 4GB
445,لپ تاپ لنوو مدل IdeaPad Gaming 3 | 8GB RAM | 1TB HDD | 256GB SSD | i5 | 4GB VGA ا Lenovo IdeaPad Gaming 3
446,لپ تاپ دل مدل لتیتود 7420 ا Dell Latitude 7420 i7 1185G7 16GB 512GB Intel FHD Laptop
447,لپ تاپ ایسر مدل Aspire 5 A515 پردازنده i7-1255U رم 8GB حافظه داخلی 512GB SSD گرافیک 2GB(MX550) صفحه نمایش FHD
448,لپ‌ تاپ 17.3 اینچی ایسوس مدل Vivobook X712EQ-AU112 ا Asus Vivobook X712EQ-AU112 i5 1135G7-8GB-1TSSD-2GB MX350-FHDLaptop
449,لپ تاپ ایسوس G713RC | 16GB RAM | 1TB SSD | Ryzen 7 |4GB VGA ا Asus ROG STRIX G713RC
450,لپتاپ HP EliteBook 850 G4 Core i7 گرافیکدار
451,لپ تاپ 15.6 اینچ ایسوس مدل R565EA-BQ2625 ا Asus R565EA-BQ2625 i5 1135G7-8GB-512GB SSD- Intel UHD Graphic-15.6 inch FHD Laptop
452,لپ تاپ گیمینگ HP مدل Pavilion 15-dk2095TX 11300H
453,لپ تاپ گیمینگ ام اس ای مدل MSI Raider GE78HX 13VI 2023 i9-13980HX RTX4090 64GB 4TB 2K 240HZ
454,لپ‌ تاپ ۱۵ اینچی ایسوس مدل Asus VivoBook R1502ZA i5 16GB 512GB Intel FHD ا Asus VivoBook R1502ZA i5 16GB 512GB Intel FHD
455,لپ تاپ ایسوس VivoBook 15 R1502ZA گرافیک اینتل ا Asus R1502ZA i5 1235U-16GB-1TB SSD-Int-FHD Laptop
456,Apple MacBook Pro 16 CTO M2 MAX 64 1SSD ا لپ تاپ اپل مک بوک پرو CTO
457,لپ تاپ ایسوس TUF Gaming F15 FX506LH-ZF
458,لپ تاپ لنوو Legion 5 | 32GB RAM | 2TB SSD | i7 | 6GB VGA ا Laptop Lenovo Legion 5
459,لپ تاپ گیمینگ الین ویر مدل Alienware 17 R3
460,لپ تاپ ایسوس FX506LH | 16GB RAM | 512GB SSD | 1TB HDD | i5 | 4GB VGA ا Laptop Asus  FX506LH
461,Asus TUF FX517ZC i5 12450H 16 1SSD 4 3050 FHD ا لپ تاپ ایسوس FX517 ZC
462,لپ تاپ لنوو ThinkBook 15 | 8GB RAM | 256GB SSD | i3 ا Laptop Lenovo ThinkBook 15
463,"لپ تاپ گیمینگ ام اس ای مدل MSI Stealth 17Studio i9-13900H RTX 4090 16GB 64GB RAM 2TBSSD 17.3"" 4K MiniLED 144HZ"
464,لپ تاپ 15.6 اینچی اچ پی مدل Pavilion x360 15t ER100 - 7B پردازنده Core i7 رم 32GB حافظه 1TB SSD گرافیک Intel ا HP Pavilion x360 15t ER100 - 7B Core i7 1255U 32GB 1TB SSD Intel Full HD Touch Laptop
465,Apple MacBook Pro 16 MK233 2021 ا لپ تاپ اپل مک بوک پرو MK233
466,لپ تاپ ایسوس  G733ZW | 16GB RAM | 1TB SSD | i9 | 8GB VGA ا ASUS G733ZW
467,لپ تاپ  ایسوس M7600QE | 16GB RAM | 512GB SSD | Ryzen 5 5600H | VGA 3050TI 4GB ا ASUS M7600QE
468,لپ تاپ 15.6 اینچی ایسوس مدل TUF Gaming F15 FX507ZC i5 12500H 16GB 1TB RTX3050 4GB ا Asus TUF Gaming F15 FX507ZC i5 12500H 16GB 1TD 4GB RTX3050 FHD 15.6 inch Laptop
469,لپ تاپ لنوو IdeaPad 5-NA
470,لپ تاپ اچ پی 16GB RAM | 512GB SSD | i7 1165G7 | EliteBook X360 ا HP EliteBook X360
471,لپ تاپ هوآوی 13 اینچ مدل MateBook D13 با پردازنده Core i7 نسل دهم رم 16GB ظرفیت 512GB SSD ا MateBook D13 Core i7 10510U 16GB 512GB SSD 2GB Full HD Laptop
472,لپ تاپ  ایسوس  UX363EA | 16GB RAM | 1TB SSD | i7 | ا ASUS  ZenBook  Flip  13  OLED   UX363EA  A
473,لپ تاپ گیمینگ ایسوس مدل ASUS FA507NV R7 16GB 512SSD 8GB
474,لپ تاپ لمسی 15.6 اینچی ایسوس مدل Asus Zenbook Flip 15 Q508 - LKB ا Asus Ryzen 7 5700U - 8GB - 512SSD - 2GB MX450 - FULL HD - TOUCH
475,لپ تاپ 16 اینچی اچ پی مدل VICTUS 16t D0002 - B پردازنده Core i7 رم 32GB حافظه 1TB SSD گرافیک 6GB 3060 ا VICTUS 16t D0002 - B Core i7 11800H 32GB 1TB SSD 6GB 3060 Full HD IPS Laptop
476,لپ تاپ گیمینگ ایسوس ROG Zephyrus Duo 16 GX650PY-ZC (2023)
477,لپ تاپ گیمینگ ایسوس ROG Zephyrus G14 GA402XY-N (2023)
478,لپ تاپ ام اس آی 13.4 اینچی مدل Summit E13 Flip Evo A12MT پردازنده Core i7 رم 16GB حافظه 1TB SSD گرافیک Intel لمسی ا MSI Summit E13 Flip Evo A12MT Core i7 1280P 16GB 1TB SSD Intel Full HD IPS Touch Laptop
479,لپ تاپ گیمینگ ایسوس ROG Strix G17 G713QR-HG120 R9/16GB/1TB SSD/8GB ا ASUS ROG Strix G17 G713QR-HG120 Ryzen9-5900HX/16GB/1TB SSD/8GB RTX 3070 17.3 inch Gaming Laptop
480,لپ تاپ 15.6 اینچی ایسوس مدل X515 ا ASUS X515EA-BQ945 Core i3-1115G4/4GB/256GB SSD/INT Full HD
481,لپ تاپ لنوو IdeaPad 3-FAB | 12GB RAM | 512GB SSD | i5 | ا Lenovo  IdeaPad 3 FAB
482,لپ تاپ ایسوس 15.6 اینچی مدل X515EP پردازنده Core i5 1135G7 رم 16GB حافظه 1TB SSD گرافیک 2GB ا X515EP Core i5 1135G7 16GB 1TB SSD 2GB MX330 FHD Laptop
483,لپ تاپ ایسوس 15.6 اینچی مدل VivoBook R1502ZA پردازنده Core i7 رم 8GB حافظه 512GB SSD گرافیک INTEL ا VivoBook R1502ZA Core i7 1255U 8GB 512GB SSD INTEL Full HD Laptop
484,لپ تاپ مایکروسافت  8GB RAM | 256GB SSD | i5 | Surface 2 ا Laptop Microsoft Surface 2
485,لپ تاپ لنوو  IdeaPad L3| 8GB RAM | 1TB | i3 ا Lenovo IdeaPad L3
486,لپتاپ مدل HP 840 G3 i5 6300U
487,لپ تاپ ایسوس TUF Gaming F17 FX706HEB-A | 16GB RAM | 1TB SSD | I7 | 4GB VGA ا ASUS TUF Gaming F17 FX706HEB
488,لپ تاپ لنوو  8GB RAM | 1+256GB SSD | 4GB VGA | i7 | ideapad  L340 ا Lenovo ideapad L340
489,لپ تاپ  لنوو Legion 5 | 16GB RAM | 1TB SSD | i7 | 4GB VGA ا Laptop Lenovo Legion 5
490,لپ تاپ لنوو V15 | 8GB RAM | 1TB HDD | Ryzen 5 ا Laptop Lenovo V15
491,لپ تاپ ۱۵ اینچ اپل مک بوک Pro MJLQ2 ا Apple MacBook Pro MJLQ2 | 15 inch | Core i7 | 16GB | 256GB
492,لپ تاپ گیمینگ اچ پی مدل HP Shadow Elf 8Pro i7-12700H RTX3070Ti 16G 1T 2.5K 165Hz
493,لپ تاپ لنوو IdeaPad Gaming 3 | 8GB RAM | 256GB SSD | i5 | 4GB VGA ا Lenovo IdeaPad Gaming 3
494,مایکروسافت سرفیس لپتاپ 3 - مشکی ا MICROSOFT SURFACE LAPTOP 3
495,لپ تاپ گیمینگ ایسوس TUF Gaming F15 FX507ZR-CC
496,لپ تاپ 14 اینچ Asus مدل VivoBook Flip 14 TP470EZ - EC129W
497,لپ تاپ لنوو IdeaPad 3 | 16GB RAM | 1TB HDD | 512GB SSD | Ryzen 5 | 4GB VGA ا Lenovo IdeaPad Gaming 3
498,"لپ تاپ لنوو مدل Lenovo Legion 5 Pro ا Lenovo Legion 5 Pro 16IAH7H ,16"" WQXGA 165Hz-,Intel Core i9-12900H, 32GB RAM, 2TB SSD, NVIDIA GeForce RTX 3070Ti 8GB, Backlit English KB, Win 11, Storm Grey"
499,مک بوک پرو 16 اینچ کاستوم M2 Max پردازنده 12core - 38core حافظه رم 96 گیگابایت هارد 1 ترابایت SSD نقره ای
500,لپ‌تاپ ایسوس ROG Flow GZ301ZE-A
501,Asus TUF GAMING FX506HF CORE I5(11400) 8GB 512SSD 4GB (2050 ا لپ تاپ ایسوس مدلTUF GAMING FX506HF CORE I5(11400) 8GB 512SSD 4GB (2050)
502,لپ تاپ 17 اینچی ایسوس مدل Asus ROG Strix SCAR 17 G733ZM - B ا ASUS Corei9 12900H-16GB-1SSD-6GB GeForce RTX 3060-FHD-360Hz
503,لپ تاپ ایسوس مدل ASUS ExpertBook B7 Flip B7402FEA I7-1195G7/32GB/1T NVMe/Iris Xe + PACK
504,لپ تاپ 15.6 اینچی ایسوس مدل TUF Dash F15 FX517ZR – i7(12650H)/16GB/2TB/8GB RTX3070
505,لپ تاپ اچ پی زدبوک جی 6 HP Zbook 15u G6 i7-8665u.16.512.4G
506,لپ تاپ ایسوس ROG Strix G513IC | 16GB RAM | 512GB SSD | Ryzen 7 | 4GB VGA ا Asus ROG Strix G15 G513IC
507,لپ تاپ ایسوس FX506HE | 16GB RAM | 512GB SSD | i7 | 4GB VGA ا ASUS TUF Gaming FX506HE
508,لپ تاپ گیمینگ ایسوس ROG Strix G18 G814JI-ZC (2023)
509,لپ تاپ اچ‌پی مدل EF2126WM | 8GB RAM | 256GB SSD | RYZEN 5 ا HP EF2126WM
510,لپ تاپ گیمینگ ایسوس ROG Strix Scar 18 G834JY-Z (2023)
511,لپ تاپ ایسوس ROG FLOW X13 GV301RE-BA ا Asus R7 6800HS-32GB-1TB SSD-4GB 3050Ti-WQUXGA Touch Laptop
512,لپ تاپ لنوو 4GB RAM | 1TB HDD | 256GB SSD | N4020 | V15 ا Laptop Lenovo V15
513,Microsoft Surface Laptop Studio i5 11300H 16 512 INT 14.4 Inch ا لپ تاپ مایکروسافت Surface Laptop Studio
514,لپ تاپ ایسوس 15.6 اینچی مدل VivoBook R565JP پردازنده Core i7 1065G7 رم 16GB حافظه 512GB SSD گرافیک 2GB MX330 ا VivoBook R565JP Core i7 1065G7 16GB 512GB SSD 2GB MX330 Full HD Laptop
515,لپ تاپ ایسوس  FX516PE | 24GB RAM | 1TB SSD | i7 | 4GB VGA ا Asus TUF F15 FX516PE
516,لپ تاپ ایسوس مدل TUF گیمینگ A - A17 FA707RM ا Asus TUF Gaming A17 FA707RM R7 6800H 16GB 1TB SSD 6GB FHD Laptop
517,لپ تاپ ایسوس ROG Strix SCAR 15 G533ZX-AA ا Asus i9 12900H-32GB-1+1TB SSD-16GB 3080Ti-WQHD Laptop
518,لپ تاپ 16 اینچی ایسوس مدلROG Zephyrus GU603ZW-LS009W
519,لپ تاپ  ام اس ای Stealth 15M | 16GB RAM | 512GB SSD | i7 | 6GB VGA ا MSI Stealth 15M A11UEK
520,lenovo ideapad 1 (N4120) 4GB 256SSD+128EMMC INTEL ا لپ تاپ 15 اینچی لنوو مدل ideapad 1
521,لپ تاپ لنوو 15.6 اینچی مدل V15 پردازنده Core i3 1115G4 رم 12GB حافظه 256GB SSD گرافیک Intel UHD ا V15 Core i3 1115G4 12GB 256GB SSD Intel Full HD Laptop
522,لپ تاپ DELL مدل Inspiron N5010
523,لپ تاپ 15.6 اینچی اچ پی مدل ENVY x360 15t ES100 - B پردازنده Core i7 رم 32GB حافظه 1TB SSD گرافیک 2GB MX450 ا ENVY x360 15t ES100 - B Core i7 1195G7 32GB 1TB SSD 2GB MX450 Full HD IPS Touch Laptop
524,لپ تاپ اچ پی نسل 13مدل HP VICTUS 15 FA-1032NE i7 13700H 32G RAM 1T SSD 6G FHD ا Laptop HP VICTUS 15 FA-1032NE Core i7 13700H 32GB 1TB SSD 6GB FHD
525,لپ تاپ ایسوس مدل GU603ZM | 16GB RAM | 512GB SSD | I7 | 6GB VGA ا ASUS ROG Zephyrus M16-GU603ZM
526,لپ تاپ 15 اینچی ایسوس مدل Asus Tuf Gaming F15 FX507ZR - B ا Asus Core i7 12700H - 32GB - 1SSD - 8GB RTX 3070 - 300Hz - Full HD
527,لپ تاپ ام اس آی 15.6 اینچی مدل Crosshair 15 B12UEZO پردازنده Core i7 رم 16GB حافظه 1TB SSD گرافیک 6GB 3060 ا MSI Crosshair 15 B12UEZO Core i7 12700H 16GB 1TB SSD 6GB 3060 QHD Laptop
528,لپ تاپ گیمینگ ایسوس TUF Gaming F15 FX507ZC4-Z
529,لپ تاپ ایسوس مدل FX517ZC-HN124 i5 12450H 8GB 1TB SSD 4GB
530,MSI KATANA GF66 I9-12900H
531,لپ تاپ 16 اینچی ام اس آی مدل Creator Z16 A12UET پردازنده Core i7 رم 16GB حافظه 1TB SSD گرافیک 6GB لمسی ا MSI Creator Z16 A12UET Core i7 12700H 16GB 1TB SSD 6GB QHD Laptop
532,لپ تاپ  لنوو V15 | 16GB RAM | 1TB HDD | 256GB SSD | i5 | 2GB VGA ا Laptop Lenovo V15
533,لپ تاپ 15 اینچی مایکروسافت مدل Surface Laptop 5 -i7 -16GB-512GB
534,لپ تاپ اچ پی 250 G7 ا HP 250 G7 Celeron (N4020) 4GB 1TB Intel HD Laptop
535,لپتاپ HP Zbook firefly 14 G9 Mobile Workstation ا Laptap HP Zbook firefly 14 G9 Mobile Workstation
536,لپ تاپ ایسوس 16GB RAM | 512GB SSD | i7 1195G7 | B7402FEA ا Asus ExpertBook B7402FEA
537,لپ تاپ ایسر ACER Aspire 3 A315 i3-1215U/12G/256GB/MX550-2G
538,لپ تاپ ASUS ZenBook Duo 14 UX482-ارسال 10 الی 15 روز کاری
539,لپ تاپ لنوو yoga370
540,مک بوک پرو 14 اینچ M2 Max پردازنده 12core – 30core حافظه رم 32 گیگابایت هارد 1 ترابایت SSD نقره ای MPHK3
541,لپ تاپ مایکروسافت  8GB RAM | 128GB SSD | i5 | Surface 3 ا Laptop Surface 3
542,لپ تاپ ایسوس R565EP | 4GB RAM | 512GB SSD | i3 1115G4 | VGA Mx330 2GB ا Laptop Asus R565EP
543,لپ تاپ HP ZBook Fury 15 G8
544,لپ تاپ 15.6 اینچی ایسوس مدل M3500QC-L1335 ا Asus Ryzen 7-5800H 16GB-1TB SSD-4GB RTX 3050 15.6 inch HD Laptop
545,لپ‌تاپ  ایسر Aspire A315 | 4GB RAM | 1TB HDD | 128GB SSD | i3 | 2GB VGA ا Aspire  A315  58G  30KZ
546,لپ تاپ دل گرافیکدار dell latitude E6540
547,"لپ تاپ SAMSUNG 13.3 اینچی Galaxy Book2 Pro، i5 / 16GB / 256GB، پردازنده هسته ای اینتل نسل دوازدهم، دارای گواهینامه Evo، سبک وزن، مدل 2022، نقره ای (NP930XED-KB1US) – ارسال ۱۵ الی ۲۰ روز کاری ا SAMSUNG 13.3” Galaxy Book2 Pro Laptop Computer, i5 / 16GB / 256GB, 12th Gen Intel Core Processor, Evo Certified, Lightweight, 2022 Model, Silver (NP930XED-KB1US)"
548,لپ تاپ 15.6 اینچی لنوو مدل Ideapad 3/Celeron N4020/4GB/512GB SSD/UHD/Black کاستوم شده ا IdeaPad 3 15IGL05 (Celeron_UHD)
549,لپ تاپ 14 اینچی دو در یک دل مدل Inspiron 7420
550,Xiaomi Mi Pro 15 Laptop 15.6 inch 3.5K-ارسال 10 الی 15 روز کاری
551,لپ تاپ لنوو Ideapad gaming 3 | 32GB RAM | 1TB HDD | 256GB SSD | Ryzen 7 | 4GB VGA ا LENOVO GAMING 3  LAPTOP
552,لپ تاپ لنوو گیمینگ 3 نسل 12 | مدل Lenovo Gaming 3 2022
553,لپ تاپ ریزر مدل RAZER BLADE 15-i9 11900H/32G/1TB SSD/8G RTX 3080
554,لپ تاپ ایسوس 15.6 اینچی مدل VivoBook X515JA-BR3991W Core i3 8GB 512GB SSD ا ASUS VivoBook X515JA-BR3991W Core i3 8GB 512GB SSD ۱۵.۶ inch Laptop
555,لپ تاپ ایسوس مدل R565EP | 12GB RAM | 512GB HDD | I7 | 2GB VGA ا Asus VivoBook R565EP
556,لپ تاپ اچ پی HP VICTUS 15 FA-1032NE I7(13700H) 16 1 6(3050)
557,لپ تاپ ایسوس 17 اینچی لمسی مدل ZenBook 17 Fold UX9702AA DH پردازنده Core i7 1250U رم 16GB حافظه 1TB SSD پردازنده Intel ا ZenBook 17 Fold UX9702AA DH Core i7 1250U 16GB 1TB SSD Intel Touch OLED Laptop
558,لپ تاپ ام اس آی Raider GE78HX 13VH ا MSI i9 13950HX-32GB-2TB SSD-12GB 4080-QHD Laptop
559,لپ تاپ ایسر مدل (Core i7-16GB-512SSD-4GB)A515
560,لپ تاپ لنوو Legion 5 Pro | 32GB RAM | 1TB SSD | Ryzen 7 | 8GB VGA ا Laptop Lenovo Legion 5 Pro
561,لپ تاپ ایسوس LAPTOP ASUS VIVOBOOK X515JA CORE I3/4GB/512GB SSD/INTEL
