,name2
595,Asus Core i7 12650H - 32GB - 512SSD - 8GB RTX3070 - 144Hz - FULL HD
596,XPS 13-9360 Core i5 8GB 256GB SSD Intel Laptop
597,Laptop Asus VivoBook R565EA
598,
599,Lenovo i5 1135G7-16GB-512GB SSD-2GB Geforce MX350-TN ۱۵.۶ inch FHD Laptop
600,Laptop Lenovo Legion 5
601,
602,
603,Lenovo Ideapad 3
604,
605,Apple MacBook Pro 16‑inch MK1A3 M1 Max 32GB 1TB SSD Laptop
606,
607,Ideapad 5 Core i7 1165G7 16GB 1TB 512GB SSD 2GB FHD Laptop
608,Latitude 7400 Core i7 16GB 512GB SSD Intel FHD Laptop
609,
610,Laptop Lenovo V15 
611,
612,Lenovo T480s Core i5
613,HP Core i3 1215U - 8GB - 256SSD - UHD
614,
615,
616,
617,LENOVO IdeaPad 3
618,Laptop Dell E5490
619,LOP TOP HP VICTUS 16
620,
621,
622,ASUS FX507ZE
623,HP Victus 15-FA1093DX Core i5-13420H 8GB 1TB SSD 6GB 3050 FHD Laptop
624,
625,
626,ASUS TUF Gaming FA707RW 17 inch laptop
627,INTEL Core i7 11800H - 32GB - 1TB SSD - 8GB RTX3070 - 240Hz - FULL HD
628,
629,VivoBook Flip 14 TP410UF Core i7 8GB 1TB+128GB SSD 2GB Touch Laptop
630,ASUS  ROG  Zephyrus  G15  GA503QE
631,
632,
633,
634,
635,VivoBook X515JA-BR3991W i3 1005g1 12GB 512GB SSD Intel UHD
636,Surface Laptop 2 - E Core i5 16GB 256GB SSD Intel Touch
637,
638,
639,
640,ASUS TUF GAMING F17 FX517ZM
641,
642,
643,
644,
645,
646,
647,"GIGABYTE AERO 17 HDR XD - 17.3"" UHD 4k IPS Anti-Glare, Intel Core i7, NVIDIA GeForce RTX 3070 Laptop GPU 8GB GDDR6, 16GB RAM, 1TB SSD, Win10 Pro, Creator Laptop"
648,ROG Strix G513RW Ryzen 9 6900HX 16GB 1TB SSD 8GB RTX 3070Ti 2K Laptop
649,X515JP Core i7 1065G7 16GB 1TB 512GB SSD 2GB MX330 FHD Laptop
650,
651,VivoBook R565EP Core i7 1165G7 16GB 1TB 512GB SSD 2GB Full HD Laptop
652,
653,TUF Gaming FX507ZC Core i7 12700H 32GB 1TB SSD 4GB RTX3050 Full HD Laptop
654,MICROSOFT Surface Laptop 4 Ryzen 5 4680U 8GB 128GB SSD  AMD Radeon Graphics 13 INCH LAPTOP
655,MSI MODERN 15 B7M-071IN Ryzen 5-7530U 16GB 512GB SSD AMD Full HD Laptop
656,Ideapad 3 Core i5 1135G7 20GB 1TB 256GB SSD 2GB MX350 FHD Laptop
657,HP Elitebook 850 G5 – i7 8650u 16G 512sSD 2G
658,TUF Gaming FX506HC Core i5 11400H 32GB 512GB SSD 4GB RTX3050 Full HD Laptop
659,لپ تاپ لنوو مدل ideapad 3 core i3 (1215) 12GB 512SSD INTEL FHD
660,
661,
662,
663,
664,
665,
666,
667,ASUS TUF Gaming F15 FX506HC 
668,
669,Lenovo ideaPad 3 R5 5500U-12GB-1TB+256SSD-Vega7-FHD Laptop
670,Apple A2141 macbook pro
671,Asus TUF F15 FX516PE
672,MacBook Air MGNE3
673,Asus VivoBook Flip TP412UA | 14 inch | Core i3 | 4GB | 128GB
674,
675,لپ تاپ 15 اینچی لنوو مدل Ideapad 3 core i7 (1165G7) 16GB 1TB+512GBSSD 2GB (MX450)
676,V15 G3 AMD R5 5625U 8G 256GB SSD Radeon FHD15.6
677,Victus Gaming 15-FA0032DX i7 12650H 32G 1T SSD 4G 3050TI FHD IPS
678,Lenovo ideapad 3 
679,
680,Lenovo Core i9 13900HX - 32GB - 2SSD - 12GB RTX4080 - 240HZ - WQXGA
681,Apple MGN73 
682,Latitude 7400 Core i5 8365U 8GB 256GB Intel FHD Laptop
683,Lenovo ideapad 3 
684,HP Pavilion x360 14t EK000 - 5B Core i5 1235U 8GB 1TB SSD Intel Full HD Touch Laptop
685,Laptop Lenovo ThinkBook 15  
686,Dell Precision 5530
687,VivoBook R565EP Core i7 1165G7 16GB 1TB 256GB SSD 2GB Full HD Laptop
688,
689,MSI intel i7 1280P-32GB LPDDR5-1TB SSD- RTX3050 MAXQ GDDR6 4GB -IPS 16 inch QHD+ Laptop+PEN
690,لپ تاپ لنوو مدل ideapad 3 core i3 (1215) 8GB 1TBssd INTEL FHD
691,Asus i9 12900H-32GB-1TB SSD-6GB 3060-FHD Laptop
692,لب تاپ لنوو مدلLEGION 7 core i9 32GB 1TBSSD 16GB
693,
694,VivoBook 15 X515EP
695,لپ تاپ ایسوس G513 QE
696,HP Victus 15-fa1093dx i5 13420H 8GB 512GB 6GB FHD Gaming Laptop
697,
698, VIVOBOOK K571GT P
699,
700,
701,
702,
703,ROG Strix Scar 16 G634JY-ZE (2023)
704,"ASUS G513RC R7(6800H) 16GB 512GB SSD 4GB(3050RTX) 15.6""FHD LAPTOP"
705,
706,MSI intel i9 12900HX-64GB DDR5-2TB SSD-16GB RTX™ 3080Ti GDDR6 -IPS 17.3 inch UHD Laptop
707,
708,
709,Lenovo IdeaPad 3
710,
711,لپ تاپ ایسوس X515 EP
712,Lenovo i7 1255U-16GB-512SSD-2GB 550-FHD Laptop
713,Lenovo  IdeaPad  3  CAE 
714,MSI Katana GF76 12UD i7 12700H 16GB 512GB 4GB FHD Gaming Laptop
715,
716,
717,
718,Acer Predator Triton 500 SE i9 11900H 32GB 1TB SSD 8GB QHD Gaming Laptop
719,
720,Acer i7 12700H-32GB-1TB SSD-6GB RTX3060-WQXGA 2K Laptop
721,
722,
723,
724,
725,
726,acer Aspire 5 A515-56G-35SK i3 4G 1T 2G NOS
727,Laptop Lenovo V15 
728,
729,Laptop Surface Book3 
730,Acer R5 5500U-16GB-512SSD-4GB 1650-FHD Laptop
731,
732,
733,Lenovo  Ideapad 3 ND
734, Asus VivoBook Flip TP470EZ
735,
736,Lenovo IdeaPad 3
737,
738,ASUS Corei7 1165G7 - 16GB - 512SSD - Intel Iris X - FULL HD
739,Asus R7 6800H-32GB-1TB SSD-8GB 3070Ti-FHD Laptop
740,
741,
742,Laptop Lenovo V15
743,Asus R7 6800H-16GB-1TB SSD-8GB 3070 Ti-FHD Laptop
744,
745,ASUS TUF Gaming 15 FX506HE i5-11400/8GB/512GB SSD/4GB RTX 3050TI 15.6 inch Laptop
746,
747,
748,Laptop Lenovo V15 
749,
750,لپ تاپ ایسر مدل Acer Nitro 5 AN515-45-R7WA Ryzen 7(5800H) - 16GB - 512GB SSD - 6GB(RTX3060)
751,acer Aspire 5 A515-57G-51RC i5 8G 256G 4G NOS
752,
753,Laptop Lenovo Legion 5
754,
755,Nitro 5 AN515 Core i9 11900H 32GB 1TB SSD 6GB 3060 Full HD Laptop
756,
757,
758,Asus R7 5800H-32GB-1TB SSD-8GB 3070-FHD 300Hz Laptop
759, IdeaPad Gaming 3
760,Laptop Lenovo Legion 5 Pro
761,Lenovo Ideapad L3
762,ASUS X515EA I3 1115G4 12G RAM 512G SSD INTEL 15.6 FHD
763,X515EP Core i7 1165G7 20GB 512GB SSD 2GB MX330 FHD Laptop
764,
765,Lenovo Legion 5
766,
767,TUF Gaming F15 FX506HE
768,LAPTOP HP PAVILION 15
769, Lenovo  ideapad  3 
770,
771,ASUS VivoBook R1605ZA
772, Laptop Lenovo V15 
773,Asus i9 12900H-64GB-1TB SSD-16GB 3080Ti-WQHD Laptop
774,
775,
776,Razer Blade 15 i7-10750H/16GB/1TB SSD/6GB GTX 1660Ti
777,
778, Aspire A315 Laptop 
779, ASUS  VivoBook  R565EP 
780,Lenovo 3 Core i3 1215U-4GB 512GB SSD-INT-FHD Laptop
781,
782,
783,لپ تاپ لنوو V15
784,
785,Acer Nitro 5 AN515-45-R56R R7 5800H- 24GB -512GB SSD - RTX3050 4G
786,
787,X515EA Core i3 1115G4 12GB 512GB SSD Intel Full HD Laptop
788,
789,Asus VivoBook R465FA 
790,Huawei MateBook B7-410 laptop
791,TUF Gaming F17 FX707ZC i5 12500H 16G 1T SSD 4G 3050 FHD Laptop
792,acer Predator Helios 300 PH315-54-99WT 
793,TUF GAMING FX706HC Core i5 11260H 16GB 512GB SSD 4GB 3050 Full HD Laptop
794,ASUS ZenBook UX325EA-KG779 13.3 inch Laptop
795,
796,Asus ZenBook UX482EG KA151T
797,Lenovo ideapad ip3-BX laptop
798,HP OMEN 16-B1001NE i7-16GB -1TBSSD-8GB-RTX 3070 FHD 16.1 LapTop
799,ASUS  Aspire  3  A315 
800,VivoBook 15 X515EP
801,HP Omen 16 R7 5800H-16GB-1TB SSD-8GB RX6600M-FHD Laptop
802,لپ تاپ اچ پی مدل FA0032DX Core i7 (12650) 32GB 512SSD 4GB RTX3050Ti
803,
804,Laptop Lenovo Legion 5
805,
806,
807,Core i5 8350U-8GB-256SSD-INT-FHD Touch Laptop
808,Aspire 3 A315-58G-35GH-IB Core i3 1115G4 12GB 1TB HDD 512GB SSD 2GB MX350 FHD Laptop
809,لپ تاپ ایسوس M1603 QA
810,Lenovo IdeaPad L3 
811,لپ تاپ ایسوس R1502 ZA
812,
813,
814,Lenovo IdeaPad 3
815,HP  OMEN 17t-CK000-A7
816,
817,Lenovo IdeaPad V15 i3 1115G4 8GB 256GB SSD FHD 15.6 Display
818,Asus R5 5625U-8GB-512SSD-Vega7-2.8K OLED Laptop
819,
820,Lenovo 3 Core i3 1215U-20GB 1TB HDD 512GB SSD-INT-FHD Laptop
821,LAPTOP DELL ALIENWARE 17 R4
822,HP Pavilion x360 15t ER000 - 7CS Core i7 1165G7 16GB 1TB SSD Intel FHD IPS Touch Laptop
823,
824,Lenovo R5 5600H-32GB-1TB SSD-4GB 3050TI-FHD Laptop
825,Lenovo i7 1255U-16GB-1TB SSD-2GB 550-FHD Laptop
826, ThinkPad  E15 EG
827,
828,Lenovo i5 1155G7-16GB-1TB+256SSD-2GB 350-FHD Laptop
829,
830,Lenovo IdeaPad 3
831,Apple MacBook Air M2 / 24GB / 1TB / midnight /cto
832,LAPTOP GAMING MSI GE63
833,Aspire 3 A315 
834,
835,ASUS ExpertBook B3 Flip B3402FEA-EC0892W Core i7 1165G7 16GB 512GB SSD Intel Touch FHD Laptop
836,
837, ASUS G533ZW
838,Sony CW-1S1E Pink
839,
840,Laptop Lenovo V15 
841,Lenovo ThinkBook 15
842,Asus ROG STRIX G713RW
843,LENOVO IDEAPAD 3 
844,"Asus Expert Book B7402FEA- i5 1155G7 16GB 256GB SSD Intel Iris FHD 14"" BackFlip360"
845,
846,"ASUS TUF FX517ZE-HN043 i7-12650H, 8GB, 512GB SSD, RTX3050Ti 4GB,OFF BLACK"
847,Laptop Asus E510MA-BR1096 N4020 4GB RAM 512GB SSD Intel UHD600 - 15.6 HD
848,Ideapad L3 Celeron 6305 8GB 1TB Intel Full HD Laptop
849,Katana GF66 11UC Core i7 11800H 16GB 512GB SSD 4GB RTX 3050 Full HD Laptop
850,
851,Laptop Asus G513IE
852,ASUS TUF Dash F15 FX516PR A
853,
854,Apple Macbook Pro 2023 M2 pro-MPHJ3LL
855,
856,ThinkBook 15 G2
857,
858,Asus R5 4600H-16GB-1TB SSD-VEGA 6-FHD Laptop
859,ASUS  VivoBook  R427FA  ZA
860,
861,
862, Lenovo ThinkPad E15 Gen 2_BF 
863,Asus i7 13650HX-32GB-1TB SSD-8GB 4060-WUXGA Laptop
864,
865,X515JP Core i7 1065G7 16GB 1TB 2GB MX330 FHD Laptop
866,
867,Lenovo Ryzen 7 5700U - 12GB - 1TBHDD - 512SSD - Vega8 - FULL HD - TN
868,Laptop HP Zbook Firefiy 14 G7 Mobile Workstation
869,
870,X515EP Core i7 1165G7 16GB 1TB SSD 2GB MX330 HD Laptop
871,
872,HP Ryzen 3 5425U - 12GB - 1TB HDD - 256SSD - VEGA 6 - FULL HD
873,
874,Acer i7 12700H-32GB-1TB SSD-8GB 3070-FHD Laptop
875,HP ZBook Studio x360 G5 | 17 Inch | Xeon | 32GB | 512GB | 4GB
876,
877,Laptop Lenovo IdeaPad 3 i7 1165G7-8GB RAM-512G SSD-2GB Geforce MX450-۱۵.۶ inch FHD
878,
879,Asus Laptop VivoBook R465EP-B
880,HP OMEN 17t CK000
881,لپ تاپ 15.6 اینچی ایسوس مدل X515JP
882,
883,
884,Lenovo R3 7320U-4GB-512GB-610M-FHD Laptop
885,ENVY x360 13t BF0013  Core i7 1250U 8GB 1TB SSD Intel Full HD Touch Laptop
886,
887,
888,Laptop Lenovo V15 
889,ThinkBook 15 Core i7 1165G7 16GB 1TB 256GB SSD 2GB MX450 Full HD Laptop
890,Sony SVP11-213CXB Touch
891,
892,
893,ASUS  VIVOBOOK  X509FA 
894,
895,Asus Core i5 1035G1 - 8GB - 256SSD - INT UHD - FULL HD - Touch
896,
897, HP PAVILION 15T X360 
898,
899,Acer Nitro 5 AN515 
900,
901,
902,Asus X553MA Celeron N2830 4GB 500GB Intel HD
903,Lenovo ideapad 3
904,
905,
906,MSI Pulse GL66 12UGK i7 12700H 16GB 1TB SSD 8GB QHD Gaming Laptop
907,
908,
909,Dell Latitude E5580 | 15 inch | Core i7 | 8GB | 256GB | 2GB
910,
911,
912,DELL Inspiron G15 5511-C Core i5 11400H 16GB 512GB SSD 4GB Full HD Laptop
913,"Core i5-1135G7/8GB/512GB/MX330 2GB/15.6"" FHD OLED"
914,"Razer Blade 15 Gaming Laptop: NVIDIA GeForce RTX 3080 Ti - 12th Gen Intel 14-Core i9 CPU - 15.6” 4K UHD 144Hz - 32GB DDR5 RAM, 1TB PCIe SSD - Windows 11 - CNC Aluminum - Chroma RGB - Thunderbolt 4"
915,ASUS VivoBook15 X515EP i5 1135G7/8GB/1TB+256SSD/2GB MX330
916,HP R7 6800H-16GB-512GB SSD-6GB 3060-FHD Laptop
917,DELL Vostro 3510-A Core i7 1165G7 16GB 1TB 512GB SSD 2GB MX350 FHD Laptop
918,
919,V15 G2 ALC R5 5500U 8G 256SSD Radeon
920,
921,
922,
923,
924,
925, Acer Predator TRITON 300 SE PT314 76QN
926,
927,
928,
929,LAPTOP GAMING MSI GE63 RAIDER
930,Apple MK1F3 
931,Microsoft Surface Laptop
932,
933,
934,
935,ASUS VivoBook 15 R545FA i3-10110U/4GB/1TB HDD/Intel 15.6 Inch Laptop
936,Laptop Microsoft Surface Pro 4
937,
938,
939,TUF GAMING FX706HC Core i5 11260H 8GB 512GB SSD 4GB 3050 Full HD Laptop
940,
941,Acer Core i9 11900H - 16GB - 512 SSD - 6GB RTX3060 - 165Hz - 2K
942,لپ تاپ 15 اینچی لنوو مدل  v15 core i5 (10210U) 8GB 512ssd 2GB (MX330)FHD
943,
944,
945,
946,LOPTOP HP 15-DA
947,MSI GF63 Thin 11UC i7 11800H 16GB 1TB SSD 4GB FHD Gaming Laptop
948,
949,Legion 5 Pro i7 12700H-32GB-2TB SSD-8GB 3070-WQXGA Laptop
950,hp-elite-x2-1012-g1
951,Laptop Lenovo Legion 5
952,
953,
954,
955,
956,
957,
958,Lenovo IdeaPad 5
959,
960, Aspire 3 A315 58G 30KZ AB
961,IdeaPad Gaming 3 15ACH6 (Ryzen 7_RTX 3050)
962,
963, Lenovo Legion 5 
964,
965,LENOVO  IdeaPad 3
966,ROG Strix G713RW Ryzen 7 6800H 16GB 1TB SSD 8GB RTX 3070Ti Full HD Laptop
967,لپ تاپ ایسر A315
968,MSI KATANA GF66 12UDO Core i7 12700H 16GB 1TB SSD 4GB 3050TI Full HD Laptop
969,
970,ASUS FX506LH
971,
972,ASUS Vivobook 15X OLED M1503IA-L1099 Ryzen 5 8GB 512GB SSD laptop
973,
974,لپ تاپ اچ پی مدل D1007NIA Core i5 (12500) 16GB 1TSSD 4GB RTX1650
975,
976,
977,
978,لپ تاپ لنوو ThinkBook 16
979,
980,
981,Lenovo Ideapad 3
982,Laptop Lenovo Legion 5
983,LENOVO LEGION5 PRO R7-6800H RAM16GB SSD1TB RTX3070Ti 16INCH LAPTOP
984,"ASUS FX707ZC I7(12700H) 16GB 1TB SSD 4GB(3050) 17.3""FHD Laptop"
985,MacBook Pro 16-inch CTO Core i7 32GB RAM 512GB SSD 4GB GPU with Touch Bar and Retina Display Laptop
986,
987,TUF Gaming FX506HE Core i5 11400H 16GB 1TB SSD 4GB RTX3050TI Full HD Laptop
988,X515EA Core i3 1115G4 8GB 1TB 128GB SSD Intel Full HD Laptop
989,لپ تاپ لنوو(ideapad L3 core i7(10510U)20GB 1TB+256SSD 2GB (MX130
990,Aspire 7 A715-51G-754E i7 1260P 16G 512SSD 4G 3050 FHD Laptop
991, Asus TUF F15 FX516PE
992,HP i7 12700H-32GB-512SSD-6GB 3060-FHD Laptop
993,Lenovo ThinkBook 15 
994,
995,ASUS TUF Gaming F15 (2022) FX507ZM-HN042 Ci7 (12700H) 16GB 1TB SSD 6GB (RTX3060) FHD Laptop
996,
997,VivoBook R565JP Core i7 1065G7 8GB 1TB 256GB SSD 2GB MX330 Full HD Laptop
998,X553MA-Celeron-4GB-500GB-Intel
999,
1000,
1001,Asus TUF F15 FX516PE
1002,
1003,
1004,
1005,
1006,"Lenovo 2022 IdeaPad 3i 17 17.3"" HD+ Laptop, Intel Core i3-1115G4 (Beat i5-10210U), 8GB DDR4 RAM, 256GB PCIe SSD, WiFi 6, Bluetooth 5.0, USB Type-C, Arctic Gray, Windows 11, broag 64GB Flash Drive"
1007,
1008,
1009,Laptop Lenovo V15 
1010,
1011,
1012,
1013,
1014,
1015,
1016,
1017,
1018, ASUS  TUF  GAMING  F17  FX706HM 
1019,
1020,Surface Laptop 4 15inch Ryzen 7 4980U 8GB 256GB SSD AMD Radeon Touch Laptop
1021,N.B Microsoft Surface Book 3 i7-1065G7/16/256 /w10pro/13in
1022,
1023,
1024,
1025,X515EA Core i3 1115G4 8GB 1TB 256GB SSD Intel Full HD Laptop
1026,
1027,Lenovo ideapad 3
1028,
1029,Lenovo IdeaPad 3 R3 3250U-12GB-1TB+256SSD-Vega 3-FHD Laptop
1030,
1031,
1032,
1033,V15 Core i3 1115G4 12GB 1TB 256GB SSD 2GB MX350 Full HD Laptop
1034,
1035,ASUS FX506LHB-HN8G5W i5 10300H-8GB-512GB SSD-1650-FHD 15.6 LapTop
1036,Lenovo V15 i3-10110U /4GB/256GB SSD/Intel 15.6Inch FHD Laptop
1037,Laptop Lenovo Legion 5 Pro
1038,
1039,Lenovo ATHLON ۳۰۵۰e - 4GB - 512SSD - AMD
1040,IdeaPad 3 15ITL6 Core i3 20GB 1TB HDD 256GB SSD
1041,
1042,Lenovo IdeaPad 3 15IAU7 Core i5 1235U 24GB 512GB SSD Laptop
1043,
1044,
1045,
1046,Razer Blade Stealth | 12 inch | Core i7 | 16GB | 512GB
1047,
1048,
1049,
1050,Asus VivoBook R565EP
1051,LAPTOP DELL ALIENWARE 15 2022
1052,Lenovo V15 I5 1135G7 RAM 8G 512G SSD 2G MX350 FHD 15.6
1053,Nitro 5 AN515 Core i7 11800H 16GB 1TB SSD 4GB 3050TI Full HD Laptop
1054,Laptop Surface 4
1055,Acer Predator Helios 300 PH315
1056,
1057,Lenovo Legion 7 
1058,HP Spectre x360 i7 1065G7 16GB 512GB 4GB FHD Laptop
1059,
1060,LAPTOP MICROSOFT SURFACE PRO 4
1061,
1062,
1063,
1064,
1065,
1066,
1067,Laptop Lenovo V15 
1068,LENOVO GAMING 3 i7 11370H 32GB 512GB SSD 4GB RTX3050 15.6 INCH FHD LAPTOP
1069,
1070,
1071,
1072,
1073,
1074,TUF Gaming FX517ZC Core i5 12450H 32GB 1TB SSD 4GB RTX3050 Full HD Laptop
1075,
1076,
1077,
1078,
1079,
1080,TUF Gaming FA506IC Ryzen 5 4600H 16GB 512GB SSD 4GB 3050 Full HD Laptop
1081,Asus Vivobook PRO 16X N7600PC - KV098 i5 : 11300H - 8GB - 1TB SSD - 4GB RTX3050
1082,LAPTOP LENOBO IDEAPAD 100
1083,
1084,Asus i3 1115G4-8GB-512SSD-Int-FHD Laptop
1085,Laptop Lenovo IdeaPad 3
1086,acer Aspire 3 A315-58-34X1 i3 4G 256G NOS
1087,IdeaPad Gaming 3 Core i5 10300H 16GB 1TB 512GB SSD 4GB GTX 1650TI Full HD Laptop
1088,Asus TUF Dash F15 FX516PM BG
1089,
1090,i58GB256GB
1091,Toshiba A505
1092,HP OMEN 17t CK000
1093,
1094,
1095,
1096,
1097,Laptop surface book 2
1098,Lenovo ThinkBook 15 i3 1115G4-8GB-512SSD-2GB 450-FHD Laptop
1099,
1100,
1101,Surface Laptop 5 13.5inch Core i5-1235U 16GB 512GB SSD Intel Touch Laptop
1102,X515JA Core i3 1005G1 4GB 1TB Intel HD Laptop
1103,HP Victus 15-FA1093DX Core i5-13420H 32GB 1TB SSD 6GB 3050 FHD Laptop
1104,Lenovo Core i5 L16G7 - 8GB - 512SSD - Intel UHD Graphics
1105,
1106,Lenovo IdeaPad Gaming 3  
1107,
1108,GAMING G16 7620-A Core i9 12900H 32GB 1TB SSD 8GB RTX 3070Ti QHD+ Laptop
1109,
1110,
1111,
1112,Lenovo i7 12650H - 32GB - 1SSD - 6GB RTX 3060 - 120Hz - FULL HD
1113,Lenovo V15 G2 ALC Ryzen5-5500U/8GB/1TB+512GB SSD/2GB Vega7 Full HD
1114,Lenovo R7 5700U-8GB-1TB-Vega8-FHD Laptop
1115,Asus VivoBook  Pro  16X  N7600PC  AA
1116,
1117,ASUS   TUF GAMING F15 FX506LH 
1118,
1119,
1120,TUF Gaming FA507RR Ryzen 7 6800H 16GB 1TB SSD 8GB RTX 3070 FHD Laptop
1121,Sony SVF14A15CXB Touch
1122,
1123,
1124,ASUS VIVOBOOK TP470EA
1125,
1126,
1127,
1128,
1129,
1130,
1131,
1132,Lenovo IdeaPad 3
1133,HP Victus 15-FA0031DX-AC i5 12450H-32GB-512SSD-4GB 1650-FHD Laptop
1134,
1135,Acer Aspire3 A315-56-356N
1136,
1137,
1138,
1139,
1140,
1141,LAPTOP HP 250 G7 2020
1142,
1143,Laptop Lenovo Legion 5 Pro
1144,
1145,Asus VivoBook M513UA R5: 5500u - 8GB - 512GB SSD - Radeon up to 2GB
1146,
1147,
1148,
1149,Asus X502C pink
1150,دسته بندی:
1151,
1152,
1153,XPG XENIA – B Core i7 9750H 32GB 1TB SSD 6GB 1660TI Full HD Laptop
1154,ASUS K513EQ Core i7 1165G7 24GB 1TB 2GB MX350 OLED 15.6 inch Laptop
1155,Dell Inspiron 3511 i5(1135G7)-8GB-512GB-2GB(MX350)-FULLHD
1156,
1157,TUF Gaming FX506HE-D
1158,
1159,
1160,
1161,
1162,
1163,
1164,
1165,
1166,Lenovo Ideapad V130
1167,
1168,
1169,
1170,
1171,
1172,
1173,
1174,
1175,
